mixture_ID,primary_speaker,source_1_path,source_1_start,source_1_gain,noise_path,noise_gain
2289-152258-0026,2289,train-clean-100/2289/152258/2289-152258-0026.flac,44316,1.0741574802588927,tr_aug/18510.flac,0.24751789911158623
6064-300880-0034,6064,train-clean-100/6064/300880/6064-300880-0034.flac,31606,0.4487246538475085,tr_aug/952.flac,0.10905259087845345
5192-19396-0028,5192,train-clean-100/5192/19396/5192-19396-0028.flac,65753,0.706625639744475,tr/5864.flac,0.1666966231495651
6367-65536-0005,6367,train-clean-100/6367/65536/6367-65536-0005.flac,6086,0.4154765040268389,tr_aug/17563.flac,0.1982947895876552
909-131044-0033,909,train-clean-100/909/131044/909-131044-0033.flac,84293,0.49805331247457263,tr_aug/11938.flac,0.11837590507177242
8629-261140-0002,8629,train-clean-100/8629/261140/8629-261140-0002.flac,5493,0.7216540545645047,tr/9534.flac,0.15373110736211248
4640-19189-0028,4640,train-clean-100/4640/19189/4640-19189-0028.flac,32824,0.39598989037351934,tr_aug/6360.flac,0.16890023672372045
5703-47212-0026,5703,train-clean-100/5703/47212/5703-47212-0026.flac,77718,0.3544444434144192,tr/1288.flac,0.10289824724757361
6818-68772-0040,6818,train-clean-100/6818/68772/6818-68772-0040.flac,19415,0.6469519691831941,tr/4640.flac,0.11495515747374203
226-131532-0018,226,train-clean-100/226/131532/226-131532-0018.flac,77108,0.994858381453558,tr_aug/1442.flac,0.08540406803033716
6836-61803-0004,6836,train-clean-100/6836/61803/6836-61803-0004.flac,44316,0.8470107901065191,tr_aug/15138.flac,0.22677957939293186
1455-138263-0033,1455,train-clean-100/1455/138263/1455-138263-0033.flac,162678,0.8192132704093237,tr_aug/12558.flac,0.16176901629218068
226-122538-0014,226,train-clean-100/226/122538/226-122538-0014.flac,217,1.022140744594727,tr_aug/6572.flac,0.13101576250814037
2764-36619-0016,2764,train-clean-100/2764/36619/2764-36619-0016.flac,6086,0.9587511951125633,tr_aug/4212.flac,0.09772897501764193
7505-83618-0011,7505,train-clean-100/7505/83618/7505-83618-0011.flac,215365,0.44260290619469117,tr_aug/416.flac,0.10685382061185755
4267-287369-0001,4267,train-clean-100/4267/287369/4267-287369-0001.flac,88849,0.4225957964129342,tr_aug/333.flac,0.085753709286823
911-128684-0017,911,train-clean-100/911/128684/911-128684-0017.flac,5493,1.1227185670055966,tr_aug/14824.flac,0.10562998053380004
8747-293952-0017,8747,train-clean-100/8747/293952/8747-293952-0017.flac,32824,0.5332599292493948,tr_aug/21057.flac,0.16441875682533738
8051-295385-0004,8051,train-clean-100/8051/295385/8051-295385-0004.flac,19415,0.31419429285208167,tr/7759.flac,0.09602364149389322
2989-138028-0031,2989,train-clean-100/2989/138028/2989-138028-0031.flac,77108,0.5209134220389698,tr_aug/385.flac,0.2143183922951485
3947-13260-0013,3947,train-clean-100/3947/13260/3947-13260-0013.flac,44316,0.5929843195798322,tr_aug/17559.flac,0.11117959074085852
1502-122615-0036,1502,train-clean-100/1502/122615/1502-122615-0036.flac,31606,0.6054357214167017,tr_aug/3239.flac,0.10376209752217155
8425-292520-0011,8425,train-clean-100/8425/292520/8425-292520-0011.flac,65753,0.6654773363961459,tr_aug/819.flac,0.15723800700139323
7302-86814-0024,7302,train-clean-100/7302/86814/7302-86814-0024.flac,6086,0.6163106570790445,tr_aug/19987.flac,0.16360938596561916
198-126831-0044,198,train-clean-100/198/126831/198-126831-0044.flac,88849,1.1780459878849334,tr_aug/19755.flac,0.19026760799236508
6000-55211-0031,6000,train-clean-100/6000/55211/6000-55211-0031.flac,5493,0.321908118426963,tr_aug/5083.flac,0.12406384938794986
460-172357-0003,460,train-clean-100/460/172357/460-172357-0003.flac,32824,0.607355031836144,tr/1298.flac,0.22439071445534836
5192-19397-0008,5192,train-clean-100/5192/19397/5192-19397-0008.flac,109299,0.3837739207220347,tr_aug/12490.flac,0.3377756785780336
4788-294466-0018,4788,train-clean-100/4788/294466/4788-294466-0018.flac,77718,0.5333551743497705,tr_aug/9451.flac,0.12755149614822622
6454-107462-0008,6454,train-clean-100/6454/107462/6454-107462-0008.flac,56450,0.5205813015935804,tr_aug/8348.flac,0.17130404618978315
322-124146-0010,322,train-clean-100/322/124146/322-124146-0010.flac,44316,0.9417977330011824,tr_aug/3488.flac,0.12481328155337176
5808-54425-0042,5808,train-clean-100/5808/54425/5808-54425-0042.flac,31606,0.3557265100455545,tr_aug/1724.flac,0.14615666862003623
7794-295947-0042,7794,train-clean-100/7794/295947/7794-295947-0042.flac,65753,0.3072250192563861,tr/6301.flac,0.20487548446650578
481-123719-0012,481,train-clean-100/481/123719/481-123719-0012.flac,137158,0.3725617797149481,tr_aug/8223.flac,0.14236195383476904
2182-150130-0029,2182,train-clean-100/2182/150130/2182-150130-0029.flac,84293,0.71591156651479,tr/6725.flac,0.2542540134545558
458-126290-0001,458,train-clean-100/458/126290/458-126290-0001.flac,5493,0.3476629286054259,tr/873.flac,0.17579978717634898
2289-152253-0004,2289,train-clean-100/2289/152253/2289-152253-0004.flac,32824,0.9443365422548716,tr_aug/15263.flac,0.12896414120721367
4297-13006-0013,4297,train-clean-100/4297/13006/4297-13006-0013.flac,77718,0.5197687162420809,tr_aug/9704.flac,0.137364581346756
1334-135589-0071,1334,train-clean-100/1334/135589/1334-135589-0071.flac,121986,0.4861934113878047,tr/82.flac,0.14805553859963644
8630-305213-0018,8630,train-clean-100/8630/305213/8630-305213-0018.flac,19415,0.7272773934996469,tr_aug/16299.flac,0.10927932657405538
8468-286673-0027,8468,train-clean-100/8468/286673/8468-286673-0027.flac,44316,0.6115496738919182,tr_aug/1428.flac,0.17011563366176682
4481-17498-0031,4481,train-clean-100/4481/17498/4481-17498-0031.flac,31606,0.4423260077094508,tr_aug/10951.flac,0.17799013827338497
1737-142397-0037,1737,train-clean-100/1737/142397/1737-142397-0037.flac,65753,0.47086041997032796,tr_aug/6019.flac,0.20524059275764098
26-495-0055,26,train-clean-100/26/495/26-495-0055.flac,6086,0.4625924499607326,tr_aug/12984.flac,0.13641382693372953
7517-100429-0020,7517,train-clean-100/7517/100429/7517-100429-0020.flac,5493,0.8040140894848123,tr/5188.flac,0.23438094451369768
6836-61804-0005,6836,train-clean-100/6836/61804/6836-61804-0005.flac,32824,0.5629866170402792,tr_aug/7844.flac,0.109037108578207
1578-6379-0027,1578,train-clean-100/1578/6379/1578-6379-0027.flac,43763,0.6052825980226367,tr/6964.flac,0.20028638916245683
460-172357-0000,460,train-clean-100/460/172357/460-172357-0000.flac,77718,0.589452022801764,tr/7967.flac,0.32982340541450605
7067-76047-0023,7067,train-clean-100/7067/76047/7067-76047-0023.flac,19415,0.8392851863282507,tr_aug/437.flac,0.0934174432890636
2436-2477-0029,2436,train-clean-100/2436/2477/2436-2477-0029.flac,77108,1.7677805404162412,tr_aug/8999.flac,0.15872397998903126
233-134440-0020,233,train-clean-100/233/134440/233-134440-0020.flac,44316,0.6572944501740458,tr/5116.flac,0.09326472162257977
412-126975-0005,412,train-clean-100/412/126975/412-126975-0005.flac,31606,0.5451857765653255,tr_aug/11249.flac,0.1161027996246087
1183-133256-0025,1183,train-clean-100/1183/133256/1183-133256-0025.flac,88849,1.069072349524374,tr_aug/16437.flac,0.14043951076119185
445-123857-0012,445,train-clean-100/445/123857/445-123857-0012.flac,5493,0.917233127492809,tr/2635.flac,0.1230803505995086
8108-274318-0003,8108,train-clean-100/8108/274318/8108-274318-0003.flac,32824,0.8810502935964136,tr_aug/5507.flac,0.09835787844579474
7226-86964-0041,7226,train-clean-100/7226/86964/7226-86964-0041.flac,77718,0.5138034221774045,tr_aug/4833.flac,0.12513358907402852
5463-39173-0012,5463,train-clean-100/5463/39173/5463-39173-0012.flac,121986,0.7045761933793523,tr/7674.flac,0.09476669819163297
2910-131096-0050,2910,train-clean-100/2910/131096/2910-131096-0050.flac,19415,0.9147538506597831,tr/3500.flac,0.11669582149187815
1502-122619-0076,1502,train-clean-100/1502/122619/1502-122619-0076.flac,77108,0.6024549062028945,tr_aug/13248.flac,0.14615087266652646
6272-70171-0027,6272,train-clean-100/6272/70171/6272-70171-0027.flac,127192,1.3363484244919408,tr_aug/18058.flac,0.2510297599448207
7859-102518-0008,7859,train-clean-100/7859/102518/7859-102518-0008.flac,44316,0.43994661949953606,tr_aug/2528.flac,0.17435315286348854
4680-16041-0003,4680,train-clean-100/4680/16041/4680-16041-0003.flac,162678,0.746491486954576,tr_aug/1073.flac,0.0732996310640492
4406-16882-0067,4406,train-clean-100/4406/16882/4406-16882-0067.flac,65753,0.6929885662810805,tr/5780.flac,0.1988592294556789
